student_id,question_id,concept,difficulty,score,time_spent,attempt_no,timestamp
49,68,Concept_2,Hard,1,146,1,2025-12-15 06:12:40.325766
29,28,Concept_5,Easy,0,200,1,2025-12-15 07:12:40.021091
32,55,Concept_4,Hard,0,217,1,2025-12-15 07:12:40.066047
8,80,Concept_4,Medium,0,80,1,2025-12-15 09:12:39.702162
10,49,Concept_6,Medium,0,158,1,2025-12-15 09:12:39.734534
27,80,Concept_4,Medium,0,73,1,2025-12-15 09:12:39.991168
15,51,Concept_2,Hard,1,241,3,2025-12-15 10:12:39.812342
30,78,Concept_2,Easy,0,64,3,2025-12-15 11:12:40.036265
31,73,Concept_4,Easy,1,29,3,2025-12-15 11:12:40.051164
42,61,Concept_1,Easy,0,113,1,2025-12-15 11:12:40.217473
45,72,Concept_6,Easy,0,90,1,2025-12-15 11:12:40.266334
41,57,Concept_8,Hard,1,39,1,2025-12-15 12:12:40.200378
50,37,Concept_7,Hard,0,171,1,2025-12-15 12:12:40.340590
25,60,Concept_4,Hard,1,119,1,2025-12-15 13:12:39.961437
26,49,Concept_6,Medium,1,159,2,2025-12-15 13:12:39.976298
4,19,Concept_2,Medium,0,223,1,2025-12-15 14:12:39.638985
18,61,Concept_1,Easy,1,121,1,2025-12-15 15:12:39.856962
5,32,Concept_4,Hard,0,78,1,2025-12-15 16:12:39.654724
17,78,Concept_2,Easy,0,64,1,2025-12-15 16:12:39.842045
19,16,Concept_4,Hard,0,104,1,2025-12-15 16:12:39.871825
34,71,Concept_2,Easy,0,333,1,2025-12-15 16:12:40.095666
35,61,Concept_1,Easy,1,84,1,2025-12-15 16:12:40.110596
38,28,Concept_5,Easy,1,96,1,2025-12-15 16:12:40.155301
23,2,Concept_4,Easy,1,232,3,2025-12-15 17:12:39.931347
12,34,Concept_6,Easy,1,183,2,2025-12-15 18:12:39.765413
47,41,Concept_6,Easy,1,57,2,2025-12-15 18:12:40.295990
30,63,Concept_6,Easy,1,237,1,2025-12-15 19:12:40.036506
38,47,Concept_1,Hard,1,102,1,2025-12-15 20:12:40.155547
46,66,Concept_8,Easy,1,145,1,2025-12-15 20:12:40.281431
2,46,Concept_3,Medium,0,198,2,2025-12-15 22:12:39.607298
18,48,Concept_8,Easy,1,121,3,2025-12-15 23:12:39.857204
24,13,Concept_5,Easy,0,313,2,2025-12-15 23:12:39.946739
29,67,Concept_7,Easy,1,42,2,2025-12-15 23:12:40.021333
49,45,Concept_5,Hard,0,100,1,2025-12-15 23:12:40.326012
42,2,Concept_4,Easy,0,329,1,2025-12-16 00:12:40.217869
44,49,Concept_6,Medium,0,168,1,2025-12-16 00:12:40.251713
47,51,Concept_2,Hard,0,362,1,2025-12-16 00:12:40.296233
8,43,Concept_1,Hard,0,33,1,2025-12-16 01:12:39.702411
41,67,Concept_7,Easy,1,60,1,2025-12-16 02:12:40.200650
48,71,Concept_2,Easy,1,244,1,2025-12-16 02:12:40.311103
15,76,Concept_2,Medium,1,177,2,2025-12-16 03:12:39.812586
17,73,Concept_4,Easy,0,34,1,2025-12-16 04:12:39.842291
22,27,Concept_1,Medium,0,89,1,2025-12-16 04:12:39.916830
25,31,Concept_3,Medium,0,279,3,2025-12-16 04:12:39.961679
1,71,Concept_2,Easy,1,166,1,2025-12-16 05:12:39.591633
12,31,Concept_3,Medium,1,201,1,2025-12-16 05:12:39.765660
6,65,Concept_4,Hard,0,93,1,2025-12-16 06:12:39.671138
9,67,Concept_7,Easy,1,54,1,2025-12-16 06:12:39.718539
34,46,Concept_3,Medium,0,292,1,2025-12-16 06:12:40.095910
21,10,Concept_3,Easy,1,140,2,2025-12-16 07:12:39.901941
19,45,Concept_5,Hard,0,113,1,2025-12-16 08:12:39.872072
26,8,Concept_5,Easy,0,362,3,2025-12-16 08:12:39.976545
27,8,Concept_5,Easy,0,233,1,2025-12-16 09:12:39.991408
31,34,Concept_6,Easy,1,261,1,2025-12-16 09:12:40.051432
33,64,Concept_5,Hard,0,171,1,2025-12-16 09:12:40.081040
35,64,Concept_5,Hard,0,181,1,2025-12-16 10:12:40.110838
37,15,Concept_5,Hard,1,63,1,2025-12-16 10:12:40.140636
50,64,Concept_5,Hard,0,128,1,2025-12-16 10:12:40.340831
3,4,Concept_7,Easy,1,112,1,2025-12-16 11:12:39.623427
14,29,Concept_6,Easy,1,137,1,2025-12-16 11:12:39.797693
28,62,Concept_4,Easy,1,100,1,2025-12-16 11:12:40.006220
40,26,Concept_6,Easy,1,175,2,2025-12-16 11:12:40.185480
23,63,Concept_6,Easy,0,254,1,2025-12-16 12:12:39.931587
13,74,Concept_3,Medium,0,276,1,2025-12-16 13:12:39.781574
36,77,Concept_1,Hard,0,310,2,2025-12-16 13:12:40.125745
43,48,Concept_8,Easy,1,127,1,2025-12-16 13:12:40.236889
7,78,Concept_2,Easy,0,77,1,2025-12-16 14:12:39.686794
10,17,Concept_1,Hard,1,101,2,2025-12-16 14:12:39.734797
32,59,Concept_2,Medium,0,37,1,2025-12-16 15:12:40.066292
45,68,Concept_2,Hard,0,211,1,2025-12-16 15:12:40.266580
5,41,Concept_6,Easy,1,41,1,2025-12-16 16:12:39.654974
20,53,Concept_3,Hard,0,323,1,2025-12-16 16:12:39.887119
16,57,Concept_8,Hard,0,76,1,2025-12-16 17:12:39.827458
4,16,Concept_4,Hard,1,61,2,2025-12-16 18:12:39.639238
11,8,Concept_5,Easy,1,178,1,2025-12-16 18:12:39.750256
39,32,Concept_4,Hard,0,69,1,2025-12-16 18:12:40.170520
34,52,Concept_2,Hard,0,329,1,2025-12-16 19:12:40.096155
39,1,Concept_2,Easy,0,200,1,2025-12-16 19:12:40.170764
16,42,Concept_7,Easy,1,121,2,2025-12-16 20:12:39.827698
8,60,Concept_4,Hard,0,170,1,2025-12-16 21:12:39.702677
24,6,Concept_1,Hard,0,89,2,2025-12-16 21:12:39.946984
26,14,Concept_2,Medium,1,84,2,2025-12-16 21:12:39.976790
11,76,Concept_2,Medium,0,323,1,2025-12-16 22:12:39.750514
19,2,Concept_4,Easy,1,297,1,2025-12-16 22:12:39.872319
30,57,Concept_8,Hard,0,68,1,2025-12-16 22:12:40.036747
33,74,Concept_3,Medium,0,353,1,2025-12-16 22:12:40.081281
43,5,Concept_2,Easy,1,42,1,2025-12-16 23:12:40.237132
40,35,Concept_8,Easy,1,191,3,2025-12-17 00:12:40.185724
14,26,Concept_6,Easy,1,143,1,2025-12-17 01:12:39.797937
1,61,Concept_1,Easy,1,89,2,2025-12-17 02:12:39.591895
50,33,Concept_7,Hard,0,53,1,2025-12-17 02:12:40.341073
7,69,Concept_6,Medium,0,65,1,2025-12-17 04:12:39.687051
29,51,Concept_2,Hard,1,184,2,2025-12-17 05:12:40.021578
36,63,Concept_6,Easy,1,149,1,2025-12-17 05:12:40.125988
45,71,Concept_2,Easy,0,355,1,2025-12-17 05:12:40.266823
31,55,Concept_4,Hard,1,111,1,2025-12-17 06:12:40.051686
49,39,Concept_5,Hard,0,282,1,2025-12-17 07:12:40.326254
2,37,Concept_7,Hard,1,93,1,2025-12-17 08:12:39.607571
18,25,Concept_7,Medium,0,227,2,2025-12-17 08:12:39.857447
42,28,Concept_5,Easy,1,164,2,2025-12-17 08:12:40.218264
5,33,Concept_7,Hard,0,51,2,2025-12-17 09:12:39.655225
6,26,Concept_6,Easy,1,178,1,2025-12-17 09:12:39.671388
12,22,Concept_4,Hard,0,88,2,2025-12-17 09:12:39.765905
13,30,Concept_7,Hard,0,46,1,2025-12-17 09:12:39.781845
32,8,Concept_5,Easy,0,384,1,2025-12-17 09:12:40.066533
46,14,Concept_2,Medium,1,73,3,2025-12-17 09:12:40.281673
9,31,Concept_3,Medium,1,193,1,2025-12-17 10:12:39.718819
17,33,Concept_7,Hard,0,70,1,2025-12-17 10:12:39.842539
23,46,Concept_3,Medium,0,311,3,2025-12-17 10:12:39.931829
41,38,Concept_7,Medium,0,84,1,2025-12-17 10:12:40.200914
47,73,Concept_4,Easy,0,48,1,2025-12-17 11:12:40.296478
48,40,Concept_2,Hard,1,149,2,2025-12-17 11:12:40.311346
44,40,Concept_2,Hard,1,91,1,2025-12-17 12:12:40.251956
3,14,Concept_2,Medium,0,124,2,2025-12-17 13:12:39.623686
20,33,Concept_7,Hard,0,41,1,2025-12-17 13:12:39.887364
22,64,Concept_5,Hard,1,125,2,2025-12-17 13:12:39.917112
28,34,Concept_6,Easy,1,264,1,2025-12-17 14:12:40.006462
15,62,Concept_4,Easy,1,84,2,2025-12-17 15:12:39.812831
35,49,Concept_6,Medium,0,235,1,2025-12-17 15:12:40.111080
10,19,Concept_2,Medium,0,211,2,2025-12-17 16:12:39.735056
25,14,Concept_2,Medium,1,70,2,2025-12-17 17:12:39.961926
27,19,Concept_2,Medium,1,112,2,2025-12-17 17:12:39.991648
37,1,Concept_2,Easy,0,118,1,2025-12-17 17:12:40.140880
4,46,Concept_3,Medium,0,252,1,2025-12-17 18:12:39.639485
21,36,Concept_2,Easy,1,250,1,2025-12-17 18:12:39.902189
38,7,Concept_7,Easy,1,44,2,2025-12-17 18:12:40.155789
26,69,Concept_6,Medium,1,28,1,2025-12-17 19:12:39.977035
37,31,Concept_3,Medium,1,139,2,2025-12-17 20:12:40.141124
1,28,Concept_5,Easy,1,161,2,2025-12-17 21:12:39.592154
2,76,Concept_2,Medium,0,197,1,2025-12-17 21:12:39.607835
12,3,Concept_2,Hard,0,263,1,2025-12-17 21:12:39.766168
43,78,Concept_2,Easy,1,50,2,2025-12-17 21:12:40.237374
9,35,Concept_8,Easy,1,195,3,2025-12-17 23:12:39.719103
21,5,Concept_2,Easy,1,46,1,2025-12-17 23:12:39.902436
25,45,Concept_5,Hard,0,107,3,2025-12-17 23:12:39.962174
10,29,Concept_6,Easy,0,186,1,2025-12-18 00:12:39.735307
19,23,Concept_2,Hard,1,92,1,2025-12-18 00:12:39.872570
32,36,Concept_2,Easy,1,159,1,2025-12-18 00:12:40.066774
6,20,Concept_8,Hard,0,154,1,2025-12-18 01:12:39.671639
47,54,Concept_3,Medium,1,261,2,2025-12-18 01:12:40.296720
40,76,Concept_2,Medium,1,205,3,2025-12-18 02:12:40.185966
42,67,Concept_7,Easy,1,54,1,2025-12-18 02:12:40.218687
18,28,Concept_5,Easy,0,182,1,2025-12-18 03:12:39.857690
22,63,Concept_6,Easy,0,383,1,2025-12-18 03:12:39.917369
27,2,Concept_4,Easy,1,240,1,2025-12-18 03:12:39.991890
35,32,Concept_4,Hard,0,112,1,2025-12-18 03:12:40.111323
3,78,Concept_2,Easy,0,56,1,2025-12-18 04:12:39.623942
4,35,Concept_8,Easy,1,247,1,2025-12-18 05:12:39.639736
16,10,Concept_3,Easy,1,149,1,2025-12-18 05:12:39.827941
11,16,Concept_4,Hard,0,75,1,2025-12-18 07:12:39.750805
29,12,Concept_2,Medium,0,385,1,2025-12-18 07:12:40.021826
31,69,Concept_6,Medium,1,49,1,2025-12-18 07:12:40.051933
46,66,Concept_8,Easy,0,226,1,2025-12-18 07:12:40.281915
50,43,Concept_1,Hard,0,49,2,2025-12-18 07:12:40.341315
49,69,Concept_6,Medium,1,30,1,2025-12-18 08:12:40.326497
5,65,Concept_4,Hard,0,160,1,2025-12-18 09:12:39.655477
23,63,Concept_6,Easy,1,215,1,2025-12-18 09:12:39.932278
34,23,Concept_2,Hard,1,96,2,2025-12-18 09:12:40.096398
45,55,Concept_4,Hard,0,213,1,2025-12-18 09:12:40.267066
20,41,Concept_6,Easy,0,61,1,2025-12-18 10:12:39.887606
39,3,Concept_2,Hard,0,240,1,2025-12-18 10:12:40.171007
17,74,Concept_3,Medium,1,250,1,2025-12-18 11:12:39.842785
41,59,Concept_2,Medium,0,64,2,2025-12-18 11:12:40.201178
14,11,Concept_2,Easy,0,39,1,2025-12-18 12:12:39.798183
15,78,Concept_2,Easy,0,52,1,2025-12-18 12:12:39.813075
36,41,Concept_6,Easy,1,54,1,2025-12-18 13:12:40.126230
44,21,Concept_3,Medium,1,158,2,2025-12-18 13:12:40.252199
7,73,Concept_4,Easy,0,27,1,2025-12-18 14:12:39.687297
13,1,Concept_2,Easy,1,128,1,2025-12-18 16:12:39.782114
24,40,Concept_2,Hard,0,155,1,2025-12-18 16:12:39.947230
8,21,Concept_3,Medium,0,277,1,2025-12-18 17:12:39.702933
28,50,Concept_1,Easy,0,78,1,2025-12-18 17:12:40.006704
33,77,Concept_1,Hard,1,156,2,2025-12-18 17:12:40.081521
38,4,Concept_7,Easy,1,191,2,2025-12-18 17:12:40.156035
30,72,Concept_6,Easy,0,96,1,2025-12-18 18:12:40.036989
48,51,Concept_2,Hard,0,428,1,2025-12-18 18:12:40.311590
13,54,Concept_3,Medium,0,405,1,2025-12-18 19:12:39.782377
15,48,Concept_8,Easy,0,236,1,2025-12-18 19:12:39.813318
27,13,Concept_5,Easy,1,200,1,2025-12-18 19:12:39.992132
8,49,Concept_6,Medium,1,177,1,2025-12-18 20:12:39.703187
9,40,Concept_2,Hard,1,118,2,2025-12-18 20:12:39.719463
30,5,Concept_2,Easy,1,44,2,2025-12-18 21:12:40.037230
40,28,Concept_5,Easy,1,130,1,2025-12-18 22:12:40.186208
11,75,Concept_5,Medium,1,197,2,2025-12-18 23:12:39.751057
7,20,Concept_8,Hard,0,98,1,2025-12-19 00:12:39.687550
38,61,Concept_1,Easy,0,158,1,2025-12-19 00:12:40.156279
41,66,Concept_8,Easy,0,266,1,2025-12-19 00:12:40.201441
20,38,Concept_7,Medium,0,73,1,2025-12-19 01:12:39.887849
26,71,Concept_2,Easy,1,195,2,2025-12-19 01:12:39.977278
44,42,Concept_7,Easy,0,193,2,2025-12-19 01:12:40.252444
10,24,Concept_4,Easy,1,129,1,2025-12-19 02:12:39.735557
43,70,Concept_8,Hard,0,317,3,2025-12-19 03:12:40.237618
42,13,Concept_5,Easy,1,214,2,2025-12-19 04:12:40.219067
16,16,Concept_4,Hard,0,100,2,2025-12-19 05:12:39.828183
25,55,Concept_4,Hard,0,296,2,2025-12-19 05:12:39.962418
50,66,Concept_8,Easy,1,126,1,2025-12-19 05:12:40.341562
28,8,Concept_5,Easy,1,182,1,2025-12-19 06:12:40.006945
19,71,Concept_2,Easy,1,227,1,2025-12-19 07:12:39.872816
29,74,Concept_3,Medium,0,318,1,2025-12-19 07:12:40.022071
31,46,Concept_3,Medium,1,197,1,2025-12-19 07:12:40.052177
34,9,Concept_7,Medium,1,195,2,2025-12-19 07:12:40.096645
35,41,Concept_6,Easy,0,79,1,2025-12-19 07:12:40.111563
39,20,Concept_8,Hard,0,116,3,2025-12-19 07:12:40.171250
2,79,Concept_7,Medium,0,185,2,2025-12-19 08:12:39.608098
4,19,Concept_2,Medium,1,82,1,2025-12-19 08:12:39.640001
33,45,Concept_5,Hard,0,94,1,2025-12-19 08:12:40.081763
22,76,Concept_2,Medium,1,155,1,2025-12-19 09:12:39.917620
17,13,Concept_5,Easy,0,270,1,2025-12-19 10:12:39.843029
18,39,Concept_5,Hard,0,222,1,2025-12-19 10:12:39.857936
21,1,Concept_2,Easy,1,91,3,2025-12-19 10:12:39.902685
6,6,Concept_1,Hard,0,83,1,2025-12-19 11:12:39.671895
12,46,Concept_3,Medium,1,184,1,2025-12-19 11:12:39.766418
37,36,Concept_2,Easy,0,288,1,2025-12-19 11:12:40.141368
49,8,Concept_5,Easy,0,320,1,2025-12-19 11:12:40.326743
1,35,Concept_8,Easy,0,410,1,2025-12-19 12:12:39.592424
14,74,Concept_3,Medium,0,343,2,2025-12-19 12:12:39.798430
23,16,Concept_4,Hard,0,111,1,2025-12-19 12:12:39.932607
47,57,Concept_8,Hard,0,64,1,2025-12-19 12:12:40.296963
3,68,Concept_2,Hard,0,284,1,2025-12-19 13:12:39.624196
36,68,Concept_2,Hard,0,317,1,2025-12-19 13:12:40.126473
45,79,Concept_7,Medium,0,140,2,2025-12-19 13:12:40.267308
46,72,Concept_6,Easy,1,47,1,2025-12-19 13:12:40.282158
48,32,Concept_4,Hard,0,87,2,2025-12-19 14:12:40.311833
32,61,Concept_1,Easy,0,116,2,2025-12-19 15:12:40.067018
5,48,Concept_8,Easy,1,136,1,2025-12-19 18:12:39.655727
24,16,Concept_4,Hard,0,106,1,2025-12-19 18:12:39.947476
7,7,Concept_7,Easy,1,46,1,2025-12-19 20:12:39.687806
17,24,Concept_4,Easy,0,134,1,2025-12-19 20:12:39.843278
28,46,Concept_3,Medium,1,124,1,2025-12-19 20:12:40.007194
15,74,Concept_3,Medium,0,269,1,2025-12-19 21:12:39.813565
29,25,Concept_7,Medium,1,110,1,2025-12-19 21:12:40.022314
42,25,Concept_7,Medium,1,134,1,2025-12-19 21:12:40.219436
5,68,Concept_2,Hard,0,370,1,2025-12-19 22:12:39.655971
6,57,Concept_8,Hard,0,47,1,2025-12-19 22:12:39.672150
8,75,Concept_5,Medium,0,335,1,2025-12-19 22:12:39.703435
13,2,Concept_4,Easy,1,164,1,2025-12-19 23:12:39.782660
46,42,Concept_7,Easy,1,145,1,2025-12-19 23:12:40.282404
18,6,Concept_1,Hard,0,88,1,2025-12-20 00:12:39.858184
26,63,Concept_6,Easy,1,157,1,2025-12-20 00:12:39.977522
9,13,Concept_5,Easy,1,170,3,2025-12-20 01:12:39.719729
31,41,Concept_6,Easy,0,80,1,2025-12-20 01:12:40.052425
23,64,Concept_5,Hard,0,185,1,2025-12-20 02:12:39.932870
38,15,Concept_5,Hard,0,74,1,2025-12-20 02:12:40.156522
10,23,Concept_2,Hard,1,88,2,2025-12-20 04:12:39.735819
32,49,Concept_6,Medium,0,245,1,2025-12-20 04:12:40.067260
35,13,Concept_5,Easy,1,201,1,2025-12-20 05:12:40.111806
33,54,Concept_3,Medium,1,163,1,2025-12-20 06:12:40.082003
37,71,Concept_2,Easy,0,251,1,2025-12-20 06:12:40.141615
39,10,Concept_3,Easy,1,129,1,2025-12-20 06:12:40.171497
44,42,Concept_7,Easy,0,224,1,2025-12-20 06:12:40.252690
2,45,Concept_5,Hard,0,141,2,2025-12-20 07:12:39.608371
34,74,Concept_3,Medium,1,225,1,2025-12-20 07:12:40.096889
50,35,Concept_8,Easy,1,211,3,2025-12-20 07:12:40.341804
24,11,Concept_2,Easy,1,30,3,2025-12-20 08:12:39.947724
36,8,Concept_5,Easy,0,288,1,2025-12-20 08:12:40.126715
30,23,Concept_2,Hard,0,95,1,2025-12-20 09:12:40.037472
48,53,Concept_3,Hard,0,430,1,2025-12-20 09:12:40.312082
20,80,Concept_4,Medium,0,63,1,2025-12-20 11:12:39.888091
21,56,Concept_5,Medium,0,265,1,2025-12-20 11:12:39.902931
3,21,Concept_3,Medium,0,282,2,2025-12-20 12:12:39.624456
40,24,Concept_4,Easy,1,112,3,2025-12-20 12:12:40.186450
14,68,Concept_2,Hard,0,208,1,2025-12-20 13:12:39.798676
4,13,Concept_5,Easy,1,157,1,2025-12-20 14:12:39.640249
25,30,Concept_7,Hard,0,56,1,2025-12-20 14:12:39.962661
27,49,Concept_6,Medium,1,129,1,2025-12-20 14:12:39.992372
45,63,Concept_6,Easy,0,241,2,2025-12-20 14:12:40.267551
16,66,Concept_8,Easy,1,113,1,2025-12-20 15:12:39.828423
41,46,Concept_3,Medium,1,131,1,2025-12-20 15:12:40.201725
47,14,Concept_2,Medium,1,72,1,2025-12-20 15:12:40.297206
49,3,Concept_2,Hard,0,260,3,2025-12-20 15:12:40.326986
11,46,Concept_3,Medium,1,119,1,2025-12-20 16:12:39.751307
19,3,Concept_2,Hard,1,222,1,2025-12-20 16:12:39.873061
1,50,Concept_1,Easy,1,46,1,2025-12-20 18:12:39.592701
12,66,Concept_8,Easy,0,161,1,2025-12-20 18:12:39.766664
22,61,Concept_1,Easy,0,116,1,2025-12-20 18:12:39.917869
43,55,Concept_4,Hard,1,190,2,2025-12-20 18:12:40.237860
12,75,Concept_5,Medium,1,217,1,2025-12-20 20:12:39.766910
13,74,Concept_3,Medium,0,254,2,2025-12-20 20:12:39.782944
22,74,Concept_3,Medium,1,175,1,2025-12-20 20:12:39.918117
38,63,Concept_6,Easy,1,144,1,2025-12-20 20:12:40.156765
28,65,Concept_4,Hard,0,95,1,2025-12-20 21:12:40.007436
36,42,Concept_7,Easy,1,125,1,2025-12-20 21:12:40.126962
26,40,Concept_2,Hard,0,186,1,2025-12-20 22:12:39.977769
35,54,Concept_3,Medium,1,212,1,2025-12-20 22:12:40.112047
45,47,Concept_1,Hard,1,94,2,2025-12-20 22:12:40.267794
4,29,Concept_6,Easy,1,197,1,2025-12-21 00:12:39.640509
2,16,Concept_4,Hard,0,115,1,2025-12-21 01:12:39.608651
14,31,Concept_3,Medium,0,221,1,2025-12-21 01:12:39.798920
33,28,Concept_5,Easy,0,235,2,2025-12-21 01:12:40.082242
11,39,Concept_5,Hard,0,214,2,2025-12-21 03:12:39.751562
16,37,Concept_7,Hard,0,105,2,2025-12-21 03:12:39.828667
19,65,Concept_4,Hard,0,107,1,2025-12-21 03:12:39.873308
50,3,Concept_2,Hard,0,269,1,2025-12-21 03:12:40.342050
7,74,Concept_3,Medium,1,209,1,2025-12-21 04:12:39.688055
23,62,Concept_4,Easy,1,86,1,2025-12-21 04:12:39.933128
32,62,Concept_4,Easy,1,76,1,2025-12-21 04:12:40.067500
37,11,Concept_2,Easy,0,30,2,2025-12-21 04:12:40.141857
42,79,Concept_7,Medium,1,101,1,2025-12-21 04:12:40.219795
43,17,Concept_1,Hard,0,125,1,2025-12-21 06:12:40.238102
47,23,Concept_2,Hard,0,137,2,2025-12-21 06:12:40.297448
18,18,Concept_5,Easy,1,103,1,2025-12-21 07:12:39.858426
15,23,Concept_2,Hard,0,126,1,2025-12-21 08:12:39.813809
29,72,Concept_6,Easy,0,127,1,2025-12-21 08:12:40.022557
31,40,Concept_2,Hard,1,98,1,2025-12-21 08:12:40.052668
41,62,Concept_4,Easy,1,64,1,2025-12-21 08:12:40.201981
3,29,Concept_6,Easy,0,205,1,2025-12-21 09:12:39.624709
10,20,Concept_8,Hard,0,104,1,2025-12-21 09:12:39.736077
20,31,Concept_3,Medium,1,127,1,2025-12-21 09:12:39.888332
21,36,Concept_2,Easy,1,195,1,2025-12-21 09:12:39.903177
1,24,Concept_4,Easy,0,179,1,2025-12-21 10:12:39.592959
9,37,Concept_7,Hard,0,95,1,2025-12-21 10:12:39.719994
30,28,Concept_5,Easy,1,133,1,2025-12-21 10:12:40.037717
48,5,Concept_2,Easy,0,107,1,2025-12-21 11:12:40.312327
6,57,Concept_8,Hard,0,64,1,2025-12-21 13:12:39.672405
44,7,Concept_7,Easy,0,39,1,2025-12-21 13:12:40.252933
8,59,Concept_2,Medium,0,41,3,2025-12-21 14:12:39.703685
17,33,Concept_7,Hard,0,63,2,2025-12-21 14:12:39.843522
25,58,Concept_2,Easy,1,75,3,2025-12-21 14:12:39.962905
46,8,Concept_5,Easy,0,385,2,2025-12-21 14:12:40.282647
24,36,Concept_2,Easy,1,246,2,2025-12-21 15:12:39.947969
34,60,Concept_4,Hard,0,170,1,2025-12-21 16:12:40.097132
39,9,Concept_7,Medium,1,189,1,2025-12-21 16:12:40.171742
40,46,Concept_3,Medium,0,222,3,2025-12-21 16:12:40.186694
49,79,Concept_7,Medium,0,106,3,2025-12-21 16:12:40.327230
5,57,Concept_8,Hard,0,53,1,2025-12-21 17:12:39.656216
27,4,Concept_7,Easy,1,174,1,2025-12-21 17:12:39.992612
18,44,Concept_3,Hard,0,353,2,2025-12-21 19:12:39.858668
26,34,Concept_6,Easy,1,272,1,2025-12-21 19:12:39.978013
27,67,Concept_7,Easy,1,57,3,2025-12-21 19:12:39.992854
16,53,Concept_3,Hard,0,305,2,2025-12-21 20:12:39.828911
36,14,Concept_2,Medium,0,105,1,2025-12-21 20:12:40.127204
44,10,Concept_3,Easy,1,198,1,2025-12-21 20:12:40.253174
49,62,Concept_4,Easy,1,68,3,2025-12-21 20:12:40.327473
4,8,Concept_5,Easy,0,369,2,2025-12-21 21:12:39.640768
9,51,Concept_2,Hard,0,384,2,2025-12-21 21:12:39.720277
15,30,Concept_7,Hard,0,42,1,2025-12-21 21:12:39.814056
21,7,Concept_7,Easy,0,55,1,2025-12-21 21:12:39.903421
3,54,Concept_3,Medium,1,217,3,2025-12-21 22:12:39.624964
8,14,Concept_2,Medium,0,87,1,2025-12-21 22:12:39.703941
37,54,Concept_3,Medium,0,338,2,2025-12-21 23:12:40.142101
23,15,Concept_5,Hard,0,85,2,2025-12-22 00:12:39.933380
43,50,Concept_1,Easy,1,65,2,2025-12-22 00:12:40.238345
14,29,Concept_6,Easy,0,181,1,2025-12-22 01:12:39.799165
41,67,Concept_7,Easy,0,83,2,2025-12-22 01:12:40.202237
10,76,Concept_2,Medium,1,179,1,2025-12-22 02:12:39.736336
19,69,Concept_6,Medium,1,38,1,2025-12-22 02:12:39.873554
28,5,Concept_2,Easy,1,63,1,2025-12-22 02:12:40.007677
39,27,Concept_1,Medium,1,62,1,2025-12-22 02:12:40.171984
50,35,Concept_8,Easy,1,299,1,2025-12-22 03:12:40.342296
6,59,Concept_2,Medium,1,32,1,2025-12-22 04:12:39.672653
24,2,Concept_4,Easy,0,420,1,2025-12-22 04:12:39.948309
42,19,Concept_2,Medium,1,122,1,2025-12-22 04:12:40.220156
48,31,Concept_3,Medium,0,198,2,2025-12-22 04:12:40.312574
30,8,Concept_5,Easy,1,200,1,2025-12-22 05:12:40.037959
33,51,Concept_2,Hard,0,361,1,2025-12-22 05:12:40.082490
34,21,Concept_3,Medium,0,246,3,2025-12-22 05:12:40.097375
40,24,Concept_4,Easy,1,125,2,2025-12-22 05:12:40.186938
32,5,Concept_2,Easy,1,40,1,2025-12-22 07:12:40.067742
46,6,Concept_1,Hard,0,83,1,2025-12-22 07:12:40.282889
47,45,Concept_5,Hard,0,145,3,2025-12-22 09:12:40.297691
13,70,Concept_8,Hard,0,288,3,2025-12-22 10:12:39.783219
17,54,Concept_3,Medium,1,165,2,2025-12-22 10:12:39.843766
20,43,Concept_1,Hard,0,59,1,2025-12-22 10:12:39.888574
7,47,Concept_1,Hard,0,136,1,2025-12-22 11:12:39.688311
12,3,Concept_2,Hard,0,346,1,2025-12-22 11:12:39.767164
1,42,Concept_7,Easy,1,159,1,2025-12-22 12:12:39.593221
31,33,Concept_7,Hard,0,62,1,2025-12-22 12:12:40.052912
11,53,Concept_3,Hard,0,291,1,2025-12-22 13:12:39.751814
25,76,Concept_2,Medium,1,171,2,2025-12-22 14:12:39.963149
2,17,Concept_1,Hard,0,121,1,2025-12-22 15:12:39.608911
5,12,Concept_2,Medium,1,259,1,2025-12-22 16:12:39.656467
22,80,Concept_4,Medium,1,39,1,2025-12-22 17:12:39.918369
35,55,Concept_4,Hard,1,138,1,2025-12-22 17:12:40.112298
29,42,Concept_7,Easy,1,147,1,2025-12-22 18:12:40.022800
38,16,Concept_4,Hard,0,93,1,2025-12-22 18:12:40.157007
45,7,Concept_7,Easy,0,52,1,2025-12-22 18:12:40.268038
1,79,Concept_7,Medium,0,107,1,2025-12-22 19:12:39.593482
20,50,Concept_1,Easy,0,93,1,2025-12-22 19:12:39.888815
17,36,Concept_2,Easy,1,178,1,2025-12-22 20:12:39.844009
19,27,Concept_1,Medium,0,80,1,2025-12-22 20:12:39.873804
29,11,Concept_2,Easy,1,32,3,2025-12-22 20:12:40.023042
32,21,Concept_3,Medium,0,280,1,2025-12-22 20:12:40.067983
33,20,Concept_8,Hard,0,98,1,2025-12-22 20:12:40.082733
2,72,Concept_6,Easy,1,73,1,2025-12-22 21:12:39.609172
11,1,Concept_2,Easy,0,158,2,2025-12-22 21:12:39.752069
16,20,Concept_8,Hard,1,101,3,2025-12-22 21:12:39.829157
22,62,Concept_4,Easy,1,79,1,2025-12-22 21:12:39.918621
